TIC,latitude,longitude,Tmag,GAIAmag,Vmag,Jmag,Kmag,Teff,logg,MH,lumclass,rad,e_rad,mass,numcont,contratio,pmRA,pmDEC,Sectors,Epoch,Period,Duration,Depth,Depth,Tmag,Delta Tmag
356919658,57.99289015,273.5807686,11.2542,11.6087,11.745,10.719,10.445,6404,4.3079,,DWARF,1.31941,0.0594573,1.29,108,0.133578628,-4.9352,20.0485,20,2458685.572,2.76339,3.408,13170,,12.8079,4.701035563
356978132,56.87827405,273.7816305,9.90051,10.2294,10.126,9.444,9.115,6499,4.35362,,DWARF,1.27149,0.0552135,1.331,97,0.005853601,9.75056,-39.9049,20,2458685.483,4.51491,2.834,310,,10.486,8.771595765
357416482,27.36176853,228.9500728,8.2057,8.56964,8.7,7.695,7.386,6362.56,,-0.049,DWARF,1.33874,,,49,0.020748513,-52.4385,9.64666,23,2458690.607,11.00468,4.935,280,,9.6746,8.882104922
357457104,45.77574083,315.540896,9.521,12.1316,12.447,5.704,3.166,,,,,,,,,,,,14_15_16_17_18_20_21_22_23,2458690.281,19.509587,5.28508,2324.026939,,11.2011,6.584397105
357501308,29.20617426,229.8381382,8.962,9.71999,10.25,7.844,7.104,4218.89,4.66932,-0.812,DWARF,0.622512,0.0766281,0.66,45,0.00365027,-141.096,395.502,2,2458355.49,2.072761,2.588325,13510.21582,,9.9696,4.673344283
357536526,-64.47143363,137.6630184,10.6707,11.1827,11.524,9.963,9.467,5560,3.98927,,DWARF,1.65963,0.085402,0.98,569,0.09591722,-14.832,-21.9668,1,2458329.848,7.63227,1.656,6339.819824,,11.7349,5.494807711
357972447,50.50093247,316.9559171,10.2193,10.5615,10.819,9.684,9.373,7387,4.3887,,DWARF,1.37318,0.051804,1.683,634,0.07547814,-16.3886,-11.6037,2_3,2458355.554,3.20659,2.627,4410,,12.0594,5.888903526
358460246,-64.94146418,119.0144162,10.4283,10.8618,11.233,9.85,9.436,5777.36,4.27178,0.00784038,DWARF,1.23499,0.0561407,1.04,208,0.055351026,-20.4961,71.9715,1,2458326.009,1.430401,1.638765,20452.53125,,12.4069,4.223132338
358631536,48.46428758,317.5754356,10.0062,10.0842,10.157,9.747,9.674,9622,4.39218,,DWARF,1.65084,0.189748,2.452,1339,0.123988822,3.66623,-1.22087,1,2458327.673,4.087445,5.59014,3586.197021,,9.8638,6.113414636
359271092,-60.281953,140.4066725,7.66874,8.67538,9.49,6.442,5.587,3745,4.71536,,DWARF,0.525276,0.0155831,0.522473,1299,0.031708438,-840.114,182.09,1,2458329.121,5.077677,1.155359,6501.890625,,13.084,5.467400851
359357695,-75.13189832,182.7268485,13.0614,14.4894,16.476,11.235,10.366,3082,4.68872,,DWARF,0.556058,0.016711,0.550671,558,0.036018148,-39.4012,-7.24975,4_5_6,2458411.154,0.520662,0.58891,639.312988,,11.4966,7.985716181
359496368,55.39196508,279.0996348,10.1358,11.0724,11.714,8.94,8.125,3897,4.68726,,DWARF,0.557752,0.0171126,0.552175,122,0.005297829,184.868,-42.6471,4_5_6,2458414.606,10.57567,4.092,5180,,11.4266,5.714175601
360156606,-72.45180427,186.7679385,13.802,15.2514,16.999,11.89,11.034,3055,4.78929,,DWARF,0.44128,0.013263,0.437175,861,0.122833915,-40.2658,-10.6417,1_2,2458334.391,26.296721,2.686196,1089.498535,,10.5011,7.406933373
360286627,-61.33005377,141.9753186,9.718,9.75406,9.778,9.549,9.516,9917,3.75262,,DWARF,3.50866,0.120121,2.54,1291,1.02710676,-11.5946,3.1385,5_6,2458439.502,5.90215,3.553679,225.289154,,8.7542,9.11814929
360630575,-74.57399088,189.7766743,8.7215,9.13657,9.29,8.144,7.82,5876,4.47808,,DWARF,0.983215,0.0449925,1.06,783,0.025350897,-50.3585,-6.87396,14_15_16,2458687.651,15.923849,4.27651,648.49176,,8.4724,7.970238845
360742636,-55.33010515,294.6336536,11.2474,11.7082,11.91,10.659,10.287,5693,4.40835,,DWARF,1.03997,0.0519397,1.01,208,0.037863426,5.38221,-38.112,14_15_16_17_18_19,2458687.121,4.360136,2.242711,5546.85336,,11.1153,5.639883288
361034196,-68.58884317,242.0162448,10.0196,10.2705,10.394,9.669,9.423,7200,3.70837,,DWARF,2.93941,0.13101,1.61,1130,0.126639217,5.98917,2.51429,14_15_16_18_19,2458683.922,5.985568,1.568959,2722.23707,,12.7963,6.412685141
361413119,-61.58325473,144.1503593,10.1126,10.5815,10.98,9.455,9.078,5964,3.70414,,DWARF,2.43038,0.151568,1.09,1265,0.18728511,-9.50559,16.8969,20,2458684.761,17.86825,5.572,11010,,11.5816,4.895531703
362249359,-62.47622888,145.646937,10.1461,11.075,11.724,8.972,8.146,3920,4.64839,,DWARF,0.603336,0.0177147,0.590802,1367,0.281200171,-157.239,79.7154,14_15_16_19,2458684.786,2.525267,0.869805,1424.645009,,11.9589,7.115733348
363260203,-63.306525,147.3853609,9.0211,9.06711,9.098,8.848,8.775,9158,4.32166,,DWARF,1.74161,0.0494849,2.32,1413,0.11120858,-19.6865,10.9531,15,2458687.799,7.85021,7.038,14710.2002,,10.3018,4.580953542
363761216,71.15881382,5.867238382,10.4708,10.9201,11.013,9.84,9.43,5887,4.35329,,DWARF,1.13939,0.0577086,1.068,462,0.084079474,-6.96351,-1.66175,14_15,2458688.715,7.06456,2.520079,7869.293945,,10.2938,5.26016058
363851359,-44.68880523,200.634885,13.2755,13.7762,13.937,12.611,12.17,5652,4.20461,,DWARF,1.30837,,1,,,-3.4506,-7.91518,19,2458689.116,15.196,1.792,1970,,10.3874,6.763834435
363914762,-49.00693983,89.23564967,10.9582,11.2689,11.191,10.537,10.281,6707,4.19884,,DWARF,1.56949,0.0655326,1.42,81,0.260289222,1.3177,-2.14846,14_15,2458689.659,6.391213,4.499174,419.895996,,9.6635,8.442145667
364074068,77.63618758,306.329027,12.0948,13.1096,13.88,10.812,9.963,3756,4.68309,,DWARF,0.562607,0.0165054,0.556454,111,0.004355259,-12.5772,52.0961,14_15,2458694.382,13.078807,3.08686,1031.790894,,10.2108,7.466020773
364107753,-71.83981631,251.3619636,7.0514,7.44365,7.59,6.479,6.141,6059.06,4.25751,-0.51,DWARF,1.30863,0.0539322,1.13,508,0.03090569,40.7428,53.0703,20,2458690.733,9.09422,4.531,2930,,11.1315,6.332830949
364186197,72.58052171,313.5108771,8.82374,9.18795,9.27,8.365,8.078,6594,4.23289,,DWARF,1.48504,0.114601,1.375,146,0.00330356,11.808,28.7591,15_16_17_18_19,2458717.006,14.446534,6.053069,250.651953,,8.57502,9.002322268
364393429,-64.05674631,116.5962444,9.2397,9.66021,9.83,8.66,8.263,5992,4.39083,,DWARF,1.10743,0.050495,1.1,187,0.001970567,-194.669,171.244,20,2458692.243,11.30916,1.919,12830,,12.9417,4.729433359
364395234,-61.87990607,116.5014203,11.7835,12.2653,12.68,11.081,10.697,5818,4.37966,,DWARF,1.09597,0.0537437,1.05,244,0.120714173,-2.33411,26.1399,14,2458683.643,1.441504,0.927452,547.317261,,6.895,8.154402138
365389353,51.32355842,323.8645651,10.3093,10.5957,10.62,9.882,9.706,7495,3.87892,,DWARF,2.50378,0.103025,1.73,957,0.2456763,7.91073,4.40961,14_15_16_17_18_19,2458684.973,2.754667,0.847119,405.308024,,10.4302,8.480536996
365639282,8.440870772,81.39861111,13.084,14.1452,14.937,11.735,10.946,3692,4.68406,,DWARF,0.561478,0.0179393,0.555463,198,0.01162912,90.8,-86.37,14_15_16_17_18_19,2458684.234,1.831811,1.447642,383.816186,,10.5657,8.539691786
365673804,64.22893912,313.3387408,8.3412,8.66962,8.788,7.861,7.615,6439,4.35142,,DWARF,1.25978,0.0527738,1.3,264,0.003083439,41.9885,52.6867,20,2458687.696,6.48257,2.201,4470,,12.8182,5.874231192
365683032,51.91068145,312.1799089,8.78822,8.8117,8.8316,6.756,7.3,9224,4.37268,,DWARF,1.6486,,2.338,,,6.90936,3.48008,14_15_16_17_18_19,2458684.36,5.74842,1.678,840,,9.9469,7.689301785
365690646,6.912348108,81.54326368,10.094,10.3786,10.467,9.662,9.459,6923.83,4.21623,-0.187102,DWARF,1.5869,0.0690302,1.511,131,0.004074577,-7.79733,-9.55891,14_15_16_18_19_20_21_22_23,2458685.829,5.963064,3.194096,9904.836126,,10.6479,5.010381764
365733349,65.60907873,313.1665785,9.93119,10.4468,10.445,9.193,8.779,6180,4.57956,,DWARF,0.923371,0.048206,1.181,282,0.028665649,43.2531,-68.6141,14_15_16_21_22,2458684.427,6.384144,1.931675,338.416872,,9.74428,8.676369983
365781372,7.918557394,81.92359009,10.0267,10.1713,10.219,9.628,9.513,9502,3.91641,,DWARF,2.83619,0.15112,2.42,176,0.7136882,-2.36212,-7.58935,15_16,2458685.813,6.44758,2.581,11196.91699,,9.53591,4.877253854
366074069,69.04957072,356.7706571,9.78876,10.1862,10.309,9.255,8.921,6146,3.7794,,DWARF,2.30507,0.109186,1.166,376,0.6171894,-6.5103,-11.2434,20,2458686.495,3.80159,2.771,18830,,12.8746,4.3128742
366576758,11.92226557,127.8829699,13.6674,14.2751,14.55,12.835,12.304,4913,4.46161,,DWARF,0.875936,,0.81,,,-13.1493,-2.45181,14_15_16_18_19_20_21_22_24,2458685.822,3.40612,1.714,1740,,11.5906,6.898626879
366622912,11.63071919,128.0671352,13.7988,14.3938,14.492,12.974,12.391,4952,4.60227,,DWARF,0.74956,,0.82,,,-9.5689,-2.14867,14_15_16_17,2458683.602,0.26665,0.98,303.894989,,9.9592,8.793191153
366989877,-54.31743291,302.1141621,8.4362,8.81729,8.95,7.905,7.576,6096,4.35792,,DWARF,1.17092,0.0546734,1.14,149,0.001249979,1.5941,-15.9026,14_15_16_17_18_19,2458685.936,4.489235,1.880805,1384.120074,,12.2574,7.147065582
367099243,72.61541543,317.7295558,10.4849,10.8601,11.043,9.893,9.609,6855,4.43231,,DWARF,1.2263,0.0484925,1.484,166,0.012947769,-25.6913,-13.8941,14_15_16_17_18_19,2458688.773,9.046152,1.765064,1992.785934,,12.2574,6.751348377
367102581,78.67481944,314.2686992,9.39575,9.55946,9.638,9.126,9.019,9024,4.24368,,DWARF,1.88829,0.0627538,2.279,99,0.07729764,15.3769,22.6678,14_15_16,2458683.965,15.516857,5.857807,924.879883,,9.80972,7.584786667
367366318,33.31816756,78.29553648,8.14847,8.45173,8.56,7.739,7.543,6767.92,4.10398,,DWARF,1.769,0.0727864,1.45,329,0.003400101,10.6219,-49.779,14_15_16_17_19_20_21_22_23,2458695.869,17.968878,3.957811,1244.02768,,11.8737,7.262924891
367607434,46.5759884,348.8750086,8.40348,8.97186,9.217,7.586,7.021,5119,,,GIANT,3.09707,,,,,-13.7235,7.83778,14_15_16_17_18,2458683.69,8.587467,5.14589,1904.813148,,10.8037,6.80036905
367630162,83.08840874,151.6153959,10.0556,10.6423,10.838,9.252,8.652,4907,4.62197,,DWARF,0.723757,0.0465477,0.8,54,0.009456435,-88.9167,-132.175,21,2458688.998,48.47912,8.088,320,,9.05769,8.737125054
367739494,80.04560106,250.3834485,11.4547,12.0593,12.346,10.594,9.991,4868,4.61964,,DWARF,0.72252,0.046196,0.793,44,0.004189407,-18.7694,64.7666,22,2458684.291,2.55532,5.158,6690,,10.8946,5.436434706
367753709,79.06695624,255.4019021,11.2906,12.003,12.166,10.305,9.602,4428,4.57977,,DWARF,0.707159,0.0603317,0.693,83,0.001871353,-52.3327,39.4659,14_15_16_17_19_20_21_22_23,2458715.325,230.929359,15.795077,281.977048,,8.80613,8.874465601
367858035,75.68512336,354.7430201,10.0907,10.6252,10.794,9.315,8.811,5169,4.57,,DWARF,0.805886,0.046402,0.88,255,0.011765974,-82.6421,25.1581,14_15_16_17,2458683.635,7.68666,4.41,3667.255371,,10.0194,6.089147117
368287008,27.36079764,232.1329251,12.8387,14.176,16.11,11.118,10.263,3223,4.89993,,DWARF,0.324155,0.00966449,0.304345,38,0.136710241,-56.1664,63.9663,14_15_16,2458695.414,22.095791,5.573126,485.634644,,9.48477,8.284225848
368320811,24.08495036,233.0150056,8.97913,9.3053,9.423,8.486,8.296,6549,3.89392,,DWARF,2.17712,0.0941331,1.354,42,0.004476751,-17.5584,15.1612,14_15_16,2458687.835,5.54019,7.158,2560,,10.3589,6.479400087
368435330,25.64116495,162.7771403,8.6259,9.03376,9.182,8.108,7.776,5922,4.42991,,DWARF,1.04904,0.0483141,1.08,23,0.001735437,-92.8386,-23.2169,2,2458325.446,17.91563,1.974,62574.10156,,9.5498,3.009013443
368536386,36.76581339,89.4201944,10.3693,10.6566,10.877,9.901,9.751,7185,4.04351,,DWARF,1.99659,0.0791608,1.607,320,0.029550571,-2.94728,-1.97608,6,2458470.418,4.037678,2.468802,16013.75684,,13.4831,4.488766926
369327947,-82.55449139,290.2265708,10.1508,11.4174,13,8.555,7.686,3312,4.93979,,DWARF,0.287497,0.00950598,0.262417,154,0.014992645,342.184,-1230.22,1_2_13,2458343.337,23.519835,3.487151,1444.723755,,9.7806,7.100537966
369336146,-37.22207298,6.069947056,13.0524,13.5351,13.783,12.346,12.017,5499,4.01266,,DWARF,1.59897,,0.96,,,19.9811,8.93464,9_10,2458553.072,25.492498,6.124522,589.087158,,7.9995,8.074551112
369457671,-37.90434842,311.6435094,11.5147,12.1747,12.475,10.553,9.934,4638,4.58423,,DWARF,0.727,0.0512161,0.74,125,0.6223265,14.8014,-11.6554,2,2458354.307,1.163088,1.805261,595.248779,,8.0674,8.063253717
369864738,-87.26969945,163.6293884,9.5162,9.86639,9.908,9.003,8.739,6819,3.91688,,DWARF,2.20928,0.0914648,1.47,182,0.035284665,-5.21531,-8.35819,1,2458326.033,1.401461,1.264937,565.503296,,9.22978,8.118912149
369960846,-88.09625552,173.8137518,13.461,14.1076,14.349,12.571,11.977,4979,4.3656,,DWARF,0.984326,,0.82,,,-22.7877,9.97656,1,2458326.069,6.240662,1.569129,9113.476562,,9.8567,5.100789798
370133522,-56.45698797,306.9253392,10.1165,11.2364,12.68,8.697,7.915,3536,4.83497,,DWARF,0.390989,0.0117402,0.381272,128,0.021569662,424.414,-1230.62,14_15_16_17_18_19_20_21_22_23,2458692.802,17.664629,2.694943,775.553597,,11.0788,7.775970459
370745311,-67.50520118,144.5819331,10.2355,10.7123,11.095,9.526,9.036,5622,4.50409,,DWARF,0.926801,0.0480226,1,599,0.131354645,-35.4117,24.0836,14_15_16_17_18_19_20_21_22_23,2458704.28,28.175452,4.421459,856.480183,,11.0788,7.668206703
371188886,-66.68668484,146.3978608,10.3579,10.8542,10.984,9.715,9.303,5547,4.28485,,DWARF,1.18093,0.0597739,0.98,690,0.06140145,-73.3225,12.5777,14_15_16,2458683.453,0.409056,0.67653,1270.765869,,12.4934,7.239836146
371210825,32.38414683,111.5595692,10.9894,11.7466,12.075,9.892,9.152,4252.94,4.36516,-0.214058,DWARF,0.886884,0.070412,0.665,120,0.014284201,-42.6741,-74.653,23,2458933.077,6.29082,3.232455,22512.83526,,12.8784,4.118924517
371234684,37.14065078,110.1685677,11.7946,12.1536,12.344,11.274,11.015,6193,4.2858,0.08,DWARF,1.2999,0.0703517,1.19,117,0.025245965,-9.62995,-13.0429,24,2458793.798,3.73213,5.355,3360,,10.5352,6.184151807
371443216,-66.11385905,147.5800024,8.0552,8.17401,8.191,7.837,7.75,8181,4.2113,,DWARF,1.83611,0.0584171,2,832,0.07271317,6.05141,-15.3977,24,2458956.523,3.941418,2.958355,19860.21512,,10.5484,4.255040129
371673488,59.85096046,343.2331796,9.95717,10.0846,10.166,9.629,9.606,8911,4.25668,,DWARF,1.8463,0.0679021,2.245,369,0.029592836,4.3264,-2.16828,25,2458958.678,7.20084,1.868,52370,,10.3978,3.202293565
372264750,66.77526408,331.307473,8.65269,8.70734,8.72,8.444,8.442,9218,4.27091,,DWARF,1.85275,0.0672563,2.336,474,0.025053958,15.5928,7.40926,15,2458711.396,0.968995,2.473087,13393.05566,,11.4373,4.682800816
372730331,39.16254133,152.3303772,10.3774,10.7228,10.787,9.885,9.566,6427,4.10813,,DWARF,1.66702,0.0951255,1.3,34,0.002436054,14.865,-30.2224,14_15_16_17_18,2458683.748,1.018003,1.363926,2913.337514,,10.794,6.339022997
372757221,81.32221276,162.8932354,9.9002,10.2435,10.348,9.373,9.084,6389,4.25515,,DWARF,1.39657,0.0671156,1.28,54,0.143324286,-2.08271,-9.04168,14_15_16_17_18_19,2458684.388,2.53463,1.986,5330,,10.7967,5.683181977
372913430,-60.78055245,119.5335512,8.3502,8.36487,8.296,8.213,8.227,10341,3.80233,,DWARF,3.39086,0.0938592,2.66,318,0.2326344,-3.8095,12.3581,17,2458766.007,1.420035,1.616557,24055.375,,11.8478,4.046969671
373424049,-53.11968071,140.0567751,8.6333,8.72854,8.758,8.448,8.381,8508,4.24408,,DWARF,1.82039,0.052809,2.12,2294,0.222477853,2.65428,-0.908519,24,2458717.601,11.24886,2.99,1390,,10.4719,7.142462999
373693175,44.91533252,188.2662755,11.6281,12.093,12.146,11.046,10.603,5555.05,4.36832,0.269388,DWARF,1.07272,0.0517789,0.98,32,0.003860324,-11.6408,8.06453,17,2458766.255,1.871529,1.643889,1110.4198,,11.0278,7.386282007
373785851,63.08144078,27.77852492,10.155,10.5039,10.627,9.588,9.393,6895,3.86985,,DWARF,2.3559,0.105201,1.5,839,0.246937066,12.3145,-4.25225,14_16_17_18_19,2458688.827,11.337809,2.918341,1093.981658,,11.7077,7.402474899
373844472,-67.23300017,81.51685434,11.0611,11.669,11.915,10.182,9.567,5659,4.61212,,DWARF,0.818416,0.0421306,1,2959,0.113092832,-18.7276,52.9475,14_15_16_17_18_19,2458684.58,4.53715,3.91,4510,,10.9585,5.864558645
374095457,-48.996732,159.9331042,8.2158,8.14494,8.178,8.136,8.142,,,,,,,,,,-14.9156,10.5365,22,2458688.289,22.7873,5.334,410,,9.303001,8.468040358
374400599,64.35639479,34.69793518,10.0188,10.2822,10.317,9.591,9.435,7492,4.05338,,DWARF,2.04225,0.0709447,1.72,689,0.0698879,-4.58806,-2.91793,14,2458684.086,6.50543,5.29,2190,,8.0348,6.648889713
374829238,-65.6339403,88.33744896,11.5026,12.5245,13.344,10.219,9.363,3733,4.68421,,DWARF,0.561301,0.0166798,0.555307,1442,0.06556935,-15.2413,102.216,14,2458686.196,5.25554,3.107,1040,,9.7831,7.457416652
374908020,-65.958839,88.73909,6.841,,,9.368,13.523,,,,,,,,,,,,14_15_16_17_19,2458691.654,10.288882,1.541226,852.679654,,9.1416,7.673035249
374997123,-63.07937538,99.22469099,10.3014,10.7096,10.691,9.749,9.395,6059,4.24566,,DWARF,1.32661,0.0595629,1.13,122,0.002184717,9.83861,-1.89308,14_16_17_18,2458693.26,23.5352,4.729,800,,9.9377,7.742275033
375059587,-63.33924587,100.1041403,9.8192,10.218,10.349,9.302,8.93,5853.8,4.22596,-0.00795581,DWARF,1.31434,0.0609145,1.06,125,0.004829318,7.75008,32.1091,23,2458932.611,9.86531,1.79,3170,,10.4985,6.247351844
375223080,-75.92623555,133.969038,10.4291,10.7235,10.753,9.877,9.661,7066,3.77988,,DWARF,2.66473,0.10601,1.56,255,0.1656822,-4.13565,11.3582,6,2458469.915,1.669965,2.731172,26094.70313,,14.1477,3.958619099
375225453,-73.17338975,133.8270091,10.11,10.4746,10.609,9.586,9.315,6553,3.64954,,DWARF,2.89089,0.125277,1.36,270,0.02127727,-21.8829,19.084,6,2458468.865,0.56708,1.253,980,,9.792,7.521934811
375506058,55.58791928,316.2036028,7.79824,7.97561,8.03,7.541,7.439,7575,4.10903,,DWARF,1.93656,0.0619095,1.758,822,0.005043244,11.7373,23.8689,1_2_3_4,2458326.818,3.568089,1.409949,1011.970154,,11.8371,7.48708074
375542276,19.63930549,294.0917659,9.47751,9.55219,9.535,9.18,9.082,8430,,,,,,,,,-2.00241,-11.7785,1_2_3_4,2458326.217,5.931348,2.415674,1090.807739,,12.1249,7.405629474
375850439,67.97118426,336.2950557,10.6234,10.7556,10.603,10.237,10.189,11265,4.07373,,DWARF,2.61707,0.15687,2.96,486,0.030073872,-1.41,-3.75928,2_3,2458354.72,1.002192,0.633253,1892.11377,,11.7497,6.807631884
376353509,69.22990013,45.40098119,9.5831,10.1848,10.43,8.804,8.183,4836,4.47658,,DWARF,0.844876,0.056397,0.78,185,0.010798095,16.3248,5.43201,2_4,2458356.925,8.672898,2.830063,706.2854,,10.2036,7.877549428
376524552,27.21442296,188.9225797,11.1237,11.7574,11.966,10.28,9.643,4719,4.49738,,DWARF,0.812087,0.0555227,0.756,35,0.002795057,-45.874,-10.7657,2_4,2458370.312,45.119968,3.672899,841.87738,,10.2036,7.686877898
376637093,69.50373699,340.0844209,10.377,10.7156,10.858,9.919,9.669,6485,4.37164,,DWARF,1.2421,0.0533669,1.324,405,0.021601394,16.2229,-1.32516,2_6_7_8_9_12,2458356.217,5.1121,1.745,1380,,10.0139,7.150302284
376682699,69.07444823,340.3522063,10.381,10.4948,10.59,10.098,10.085,9218,4.20695,,DWARF,1.99603,0.063392,2.34,457,0.237040266,4.38146,-0.315095,6_7_8,2458470.061,1.68418,1.52,660,,9.6668,7.951140161
376838000,69.0919169,340.9095043,9.9272,10.0355,10.114,9.649,9.55,10596,4.2746,,DWARF,1.99806,0.0950629,2.74,449,0.041901555,11.9369,2.52466,7,2458492.578,1.352479,0.561656,329.981323,,8.4633,8.703776601
377064495,6.216367869,148.1856212,9.5273,10.0128,10.252,8.879,8.394,5440,4.56664,,DWARF,0.840576,0.0452261,0.95,22,0.0000154,-108.432,-61.5108,16_23,2458740.247,4.798307,2.024142,1010.19111,,11.1345,7.488991144
377144784,68.25105686,342.4431258,10.0552,10.815,11.178,8.978,8.225,5017,,,GIANT,4.72692,,,,,68.7598,3.24439,1,2458326.689,2.798594,2.366459,16879.44922,,11.0443,4.431604322
377191482,59.1640547,285.9370886,8.8052,9.37059,9.581,7.967,7.45,5054,,,GIANT,6.16928,,,,,2.0041,4.53754,12,2458632.405,14.543071,4.641813,3223.362549,,11.7874,6.229227111
377290815,56.62949144,286.5930918,9.91892,10.2799,10.448,9.458,9.132,6306,4.00338,,DWARF,1.83603,0.078294,1.239,204,0.011048667,-13.7043,-41.7,2_3_5_6_9_10_12_13,2458361.223,13.72546,3.146,4440,,10.3001,5.881542575
377293776,59.08593272,286.8534767,10.0306,11.2394,12.28,8.457,7.565,3407,4.7606,,DWARF,0.473603,0.0139457,0.471371,156,0.040400267,69.9227,160.881,9,2458493.205,1.3238,3.162,3450,,9.697,6.155452262
377304435,55.30367119,287.050197,10.8475,11.2143,11.396,10.363,10.07,6314,3.87131,,DWARF,2.13841,0.0982411,1.24,188,0.156694725,-4.77318,4.56536,5_6,2458438.459,0.525102,1.45967,177.049606,,9.954701,9.379762588
377420580,60.17363467,341.9647583,10.1871,10.7613,10.84,9.39,8.755,,,,SUBGIANT,,,,,,82.14,29.76,11,2458599.392,3.492911,1.780956,14405.58496,,12.5528,4.603672755
377739433,65.95794631,348.5738265,10.1975,10.6876,10.851,9.51,9.151,6524,3.503,,DWARF,3.39694,0.152869,1.34,611,0.061479125,34.1825,6.02661,20,2458845.99,3.474469,4.355313,12126.94174,,10.7131,4.790621772
378159598,41.56512855,294.7226998,10.5819,10.7027,10.821,10.35,10.302,8153,4.19095,,DWARF,1.87493,0.0668316,1.99,767,0.060538385,5.86234,6.00453,20,2458843.267,2.02365,2.585,1710,,10.3135,6.917509724
378291076,61.36032194,358.2135252,9.53523,9.85389,9.952,9.104,8.893,6594,4.22937,,DWARF,1.49108,0.0657061,1.375,617,0.030637668,12.2899,-14.4575,15,2458711.45,3.37644,1.437,5791.200195,,10.0819,5.593078554
378355116,60.48166422,358.2483997,10.7633,11.3314,11.572,9.768,9.364,8124,,,DWARF,2.08341,1.46121,,490,0.39239338,-0.9,0.7,16,2458712.053,1.99143,4.136,16745.80078,,10.1441,4.440235199
378613125,-63.65463945,155.5907521,10.001,10.0512,10.228,9.803,9.783,9748,4.17144,,DWARF,2.14492,0.0656533,2.49,2428,0.134538263,-13.6421,4.45735,17,2458765.649,2.732682,2.251578,9141.319336,,10.6496,5.097477799
378976682,6.686664145,197.748916,13.1369,13.8255,14.279,12.013,11.352,4567,4.53404,,DWARF,0.759769,,0.72,,,-64.8308,-23.2512,13,2458658.61,4.07611,2.062,1454.180054,,11.0605,7.093454541
379240073,-55.38791623,283.1195036,13.1284,13.4893,13.648,12.562,12.311,6509,4.0924,,DWARF,1.7234,,1.34,,,-1.47903,-2.67729,17,2458766.984,5.973384,1.605698,1373.411255,,10.5977,7.155498495
379286801,-54.91075069,283.3018712,10.526,10.8253,10.923,10.048,9.794,6829,4.20488,,DWARF,1.58581,0.0781507,1.47,384,0.017077714,-3.75801,-12.9157,17_18,2458764.939,3.46479,1.009,1150,,10.3978,7.348255399
379929661,3.710561941,130.5056508,9.6129,9.77332,9.774,9.373,9.28,7668.59,4.13122,0.176,DWARF,1.908,0.0705628,1.796,74,0.000919607,-2.85623,0.983962,18,2458790.848,0.25792,0.475,950,,10.1942,7.555690987
379931600,29.59629733,293.4273331,9.5967,10.1773,10.321,8.71,8.092,,,,GIANT,,,,,,5.16852,-0.368212,20,2458853.121,11.44192,3.841,5510,,10.388,5.647121003
380589029,-61.74732427,268.8906975,12.2851,12.6911,12.915,11.678,11.382,6185,4.39037,,DWARF,1.14759,0.061613,1.18,574,0.372933447,1.03147,-17.5765,21,2458871.71,2.093578,0.853,2339.749224,,9.61433,6.57707672
380783252,-60.92183441,269.7144654,9.7825,10.3134,10.535,9.073,8.568,5188,4.4328,,DWARF,0.943786,0.056402,0.88,656,0.4585605,4.29728,-207.409,20,2458842.64,1.832792,1.462677,502.107257,,9.75149,8.248008754
380886535,0.347114529,19.4611657,11.7952,12.2151,12.123,11.165,10.852,5829.55,4.09788,-0.053,DWARF,1.51595,0.0906633,1.05,33,0.110421106,-6.90277,-33.4403,11,2458600.645,0.64651,0.811,1320,,10.7892,7.198565172
381714186,5.852309995,196.8331666,10.2173,10.7274,10.9,9.559,9.038,5382.69,4.55152,0.252,DWARF,0.848099,0.0548492,0.934,46,0.001236868,-12.9374,-61.3622,11,2458600.283,0.62264,0.856,580,,9.0492,8.091430016
381976956,-57.5866695,77.54681463,9.0099,9.56819,9.82,8.202,7.617,5091,,,GIANT,6.51851,,,,,-28.031,-2.24827,11,2458600.301,0.69234,0.582,860,,9.5187,7.663753872
381979901,-59.53574024,77.60538545,11.6577,12.0008,12.197,11.139,10.862,6102,,,DWARF,1.27589,,,88,0.04540762,1.58442,17.7107,17,2458765.679,1.880305,1.055416,1529.822144,,10.8858,7.038397643
382068562,-55.88879648,79.6569268,11.3593,11.8159,11.785,10.7,10.245,5682,4.44777,,DWARF,0.993827,0.047789,1.01,85,0.001799622,-4.99993,54.4379,17,2458766.928,15.531925,1.75933,3429.583496,,10.8858,6.161896549
382188882,-55.01990104,81.35298266,10.6559,11.0037,11.073,10.159,9.857,6443,4.15424,,DWARF,1.58083,0.0739598,1.3,66,0.00477526,13.4985,-5.49403,11,2458607.585,11.551821,3.735501,10533.03418,,10.491,4.943616266
382302241,-58.74520194,83.34888085,11.0264,11.5802,11.794,10.277,9.749,5144.67,4.60987,0.102405,DWARF,0.765346,0.0491457,0.87,87,0.2480358,28.9915,25.4032,14,2458686.847,4.05135,2.4,1132.22998,,10.4717,7.365163374
382331352,-63.04596392,215.8052941,10.0067,10.0285,10.07,9.578,9.37,,,,,,,,,,-3.13522,-4.44183,3,2458386.107,0.298746,1.046606,12047.11133,,13.1672,4.797792691
382391899,-10.89806279,43.68805946,11.0529,11.5518,11.44,10.401,9.969,5518,4.54195,0.13,DWARF,0.873418,0.0410955,0.969,25,0.025276067,3.28086,8.96339,18,2458791.817,2.27456,3.32,1020,,10.2948,7.478499571
