TIC,latitude,longitude,Tmag,GAIAmag,Vmag,Jmag,Kmag,Teff,logg,MH,lumclass,rad,e_rad,mass,numcont,contratio,pmRA,pmDEC,Sectors,Epoch,Period,Duration,Depth,Depth,Tmag,Delta Tmag
160148385,-47.36064526,1.046406972,11.9116,12.3833,12.569,11.267,10.914,5560,4.33354,,DWARF,1.11655,0.0589196,0.98,25,0.001270312,25.5824,2.33433,25,2458957.439,2.36332,3.671,770,,10.0233,7.783773187
160222069,-43.04759238,28.07755347,10.717,11.1332,10.981,10.11,9.757,5928,4.19328,,DWARF,1.37754,0.0667085,1.08,36,0.033266515,90.9608,-4.89062,14_15_21_22,2458683.423,7.76887,2.084631,1360.032891,,11.1806,7.166126471
160268701,77.35224567,182.5393661,8.63287,8.99679,9.077,8.119,7.829,6379,3.84253,,DWARF,2.24055,0.10093,1.274,44,0.009436709,-36.2987,4.19078,14_15,2458694.307,33.072563,3.412244,688.625366,,8.9989,7.905042459
160440924,77.23273029,236.8167821,10.8247,11.4141,11.182,10.016,9.446,4971,,,GIANT,2.3895,,,,,5.11119,-20.2994,15_16,2458713.032,3.315997,1.547638,2655.314941,,11.0244,6.439709902
160487753,74.40669435,238.0318005,10.8049,11.3592,11.395,9.976,9.416,5146,,,GIANT,4.88388,,,,,0.718544,11.1397,17_18,2458791.063,0.88654,1.679,870,,9.27904,7.651201868
160491359,73.0738545,239.0180675,10.3366,10.9282,11.269,9.499,8.924,4884,4.53529,,DWARF,0.799716,0.0531859,0.8,62,0.008182625,-77.7063,15.1863,4,2458414.821,4.106842,3.142685,914.990784,,10.6573,7.596458201
160578764,-38.74454027,223.6587147,12.1014,12.5347,12.678,11.493,11.137,6017,4.22367,,DWARF,1.34853,0.077093,1.11,473,0.04356056,0.723216,-1.53027,14_15_16_17_19,2458691.531,11.062666,2.084216,4957.878094,,12.4989,5.76176039
160708862,-42.70494142,227.2703877,9.8787,9.91226,9.946,9.775,9.703,9364,4.32384,,DWARF,1.75956,0.0659046,2.38,934,0.027653318,-10.0114,-5.65296,14_15_16,2458691.524,11.064093,1.626759,3778.802002,,12.295,6.056614658
161032923,-52.21427348,276.3702242,12.7067,14.0343,15.349,11.044,10.17,3227,5.06391,,DWARF,0.199988,0.00598117,0.168986,594,0.094710775,-270.293,-69.5518,3,2458391.663,9.77742,6.713,6740,,11.6818,5.428350259
161156159,-48.74090445,190.1324581,10.1854,10.6785,10.753,9.498,9.041,5621,3.77163,,DWARF,2.15386,0.118613,1,486,0.156469136,4.35342,0.29051,17_18,2458769.585,6.53427,3.679,3770,,10.4397,6.059146624
161450762,32.47101929,309.2758521,9.711,14.1771,,7.961,6.006,,,,,,,,,,,,3,2458393.676,10.175948,1.804196,958.058228,,9.9955,7.546520237
161477033,-45.54069524,73.26097476,10.0614,10.5777,10.697,9.37,8.95,5286,4.50866,,DWARF,0.879477,0.0489146,0.91,57,0.005988757,50.6941,67.5035,14_15,2458686.467,4.03349,2.684,1530,,9.5526,7.038271423
162130054,31.01877402,331.1176818,9.948,10.2517,10.357,9.537,9.29,6802,4.11478,,DWARF,1.75316,0.0723618,1.46,156,0.047124933,4.53046,-1.51593,1_13,2458326.071,5.307589,2.561828,387.441528,,9.6663,8.529484578
162246865,-44.42888194,168.8716096,10.361,10.7111,10.845,9.858,9.573,6476,4.32943,,DWARF,1.30199,0.0551458,1.32,295,0.02000744,-12.7247,-24.4492,4,2458413.143,2.903458,5.047564,4657.875977,,10.1638,5.829530198
162362398,-44.01712448,169.4144966,10.6171,10.7838,10.629,10.302,10.194,8025,4.00339,,DWARF,2.29741,0.105799,1.94,312,0.166721329,-18.637,8.55763,24,2458767.489,1.32543,1.047,2010,,10.8489,6.742009856
162689341,51.04108114,246.6920783,12.423,12.8183,12.951,11.834,11.519,6046.76,4.28918,0.062,DWARF,1.25619,0.0667387,1.12,56,0.001149811,-5.66594,11.9958,19,2458816.599,3.131463,0.932729,1337.886803,,11.0294,7.183951575
162695785,-53.68830119,190.7205029,11.0048,11.3375,11.336,10.498,10.274,6745,4.20465,,DWARF,1.56996,0.0796985,1.44,1224,0.148438141,-18.9838,-0.59036,25,2458796.527,5.30896,5.75,500,,9.68129,8.252574989
162922904,-44.08869372,171.8451038,12.0233,12.4407,12.612,11.422,11.104,6090,3.88154,,DWARF,2.02635,0.104638,1.14,299,0.09913397,-8.42651,-2.26224,18,2458791.787,1.864989,1.008516,1159.430054,,9.616,7.339388616
163539739,35.64882678,320.4789187,11.7819,12.7543,13.502,10.601,9.735,3841,4.69364,,DWARF,0.55035,0.0160576,0.545569,648,0.326394856,-89.5557,-46.8682,8,2458518.692,2.052978,2.652157,10176.90039,,12.3368,4.980961191
164150539,30.57271005,335.7535293,10.3126,10.767,10.843,9.648,9.236,5772,4.07391,,DWARF,1.54647,0.0748618,1.034,173,0.068987325,7.98891,3.74874,3,2458384.409,10.32103,3.283,58957.39844,,11.3488,3.073654221
164173105,35.03500005,335.825247,8.51017,8.75341,8.795,8.138,7.991,7164,4.25661,,DWARF,1.55831,0.0589573,1.599,190,0.003265629,10.6848,-18.4958,14_15_16_17_18_19,2458694.804,11.5919,3.520404,375.90792,,10.5951,8.56229631
164767175,-18.40090771,26.20964833,9.45661,9.90726,10.07,8.847,8.449,5784,4.52729,,DWARF,0.918917,0.0420301,1.037,26,0.0000243,-87.0674,-110.708,14,2458685.942,5.01961,3.932,14480,,11.2311,4.598078595
165317334,-38.10471524,179.2636082,10.9217,11.7501,12.248,9.771,8.977,4015,4.56633,,DWARF,0.68476,0.0702512,0.63,177,0.049936235,-111.607,-18.2783,14_15,2458684.772,2.204735,3.916394,6492.958008,,10.0274,5.468893515
165523947,40.16718733,316.8138879,10.2918,10.6059,10.697,9.696,9.534,8542,3.66241,,DWARF,3.56466,0.122261,2.13,952,0.173943892,-0.480954,-3.61582,5,2458438.557,0.27664,0.72,15669.29981,,10.855,4.512376024
165527918,54.09113489,266.1336186,10.6397,11.1028,11.21,10.027,9.615,5619,4.43799,,DWARF,0.997589,0.0532186,0.995,103,0.004025227,12.4587,-38.0617,7,2458494.135,4.611884,4.202993,10364.05078,,9.654,4.961176169
165551882,57.22476105,266.7662563,12.5441,13.7544,14.795,11.048,10.303,3429,4.90092,,DWARF,0.3232,0.00954308,0.303245,86,0.0433537,135.163,441.578,7,2458494.522,8.76905,3.504,14361,,10.2462,4.607038294
165763244,55.18541787,232.1400838,10.7939,11.3021,11.513,10.049,9.584,5232.43,4.52455,-0.239,DWARF,0.855433,0.0442764,0.893,43,0.009714557,54.1605,-22.8099,13,2458663.152,13.5499,1.795,1180,,9.7298,7.320294982
165987272,30.64007771,195.9818618,9.8469,10.1934,10.371,9.302,9.083,6266,4.08874,-0.16,DWARF,1.65137,0.0667387,1.22,33,0.008699512,-5.10624,15.64,1_2,2458325.49,0.853319,1.139772,27850.11914,,14.7109,3.887932357
166184426,-40.33671265,206.1042355,11.1825,12.446,12.911,9.589,8.756,3327,4.91379,-0.494175,DWARF,0.31097,0.00932766,0.289172,269,1.08524346,150.065,71.8741,1_2_3_4,2458326.033,3.975995,1.560981,174.451263,,8.7513,9.395814705
166648874,30.45875044,166.1189629,12.6196,13.927,15.193,10.929,10.016,3272,4.82521,,DWARF,0.401575,0.0119287,0.393258,26,0.0000076,-163.272,-40.4349,1_2_3_4,2458335.751,12.160999,2.902685,312.472076,,8.7513,8.762971968
166697854,-53.07022824,35.73734376,10.8387,11.1839,11.439,10.362,10.074,5776.5,3.82994,-1.09,DWARF,2.05391,0.11357,1.04,37,0.02861036,13.0516,7.75393,1_2_3_4,2458325.326,17.66831,2.695974,730.596802,,8.7513,7.840805583
166739520,-50.28453119,36.77540719,9.6411,10.0269,10.139,9.143,8.78,5984.9,4.26826,-0.36,DWARF,1.27527,0.0584674,1.1,31,0.00027677,59.958,24.7429,12,2458630.772,9.30992,3.464,2220,,9.4142,6.634117564
166833457,-34.32821821,58.42883598,12.3943,12.8678,13.252,11.691,11.284,5526,4.71182,,DWARF,0.718635,0.0359297,0.97,45,0.002117605,33.6271,-12.4046,24,2458768.728,2.89453,3.327,550,,10.5682,8.149093276
166836920,-50.00802177,39.8976814,8.93,9.3251,9.475,8.436,8.088,6079,4.02935,,DWARF,1.70927,0.0782412,1.14,29,0.000813353,-1.86779,-39.8564,25,2458777.054,14.01235,5.479,350,,7.1776,8.639829889
167009792,-66.40069704,95.10168311,8.5122,8.93262,9.094,7.865,7.509,5936,3.82602,,DWARF,2.10249,0.0985727,1.08,420,0.05889663,34.2033,53.6979,6,2458468.427,4.730624,4.319769,2136.20459,,11.6888,6.67589289
167031605,11.83263143,93.92102362,9.9534,10.0043,9.91,9.715,9.679,11246,,,GIANT,5.44914,,,,,1.71669,-2.31926,6,2458468.825,1.264563,2.263794,1627.937744,,9.9955,6.970905519
167092385,38.094239,318.724637,10.151,,10.635,9.797,9.608,,,,DWARF,,,,,,4.6,3.1,7,2458492.104,0.88425,1.657,1760,,8.12718,6.88621833
167098530,40.01668481,318.6268147,9.3213,9.85479,10.104,8.579,8.107,5175,4.50026,,DWARF,0.873261,0.0495527,0.88,902,0.056431245,51.9625,77.1727,6,2458470.156,4.34358,4.75,1360,,9.1672,7.166152729
167303382,-68.70986352,97.98639225,7.5209,8.03252,8.27,6.803,6.275,5235.78,4.63754,,DWARF,0.74982,0.0367236,0.89,367,0.005071198,-57.1218,-449.845,17_18,2458765.042,5.222621,4.693629,15867.99219,,14.1431,4.498695055
167342439,-67.53722555,98.72975778,10.0906,10.5886,10.71,9.444,8.972,5409.22,4.39313,0.327557,DWARF,1.02101,0.0503342,0.94,199,0.005436172,-14.9904,-11.3176,24,2458767.43,3.86085,2.636,14190,,10.8407,4.620044011
167403519,38.104849,319.325008,10.334,,10.733,9.865,9.613,,,,DWARF,,,,,,-4.5,-15,17_18,2458766.121,1.90261,2.047,9110,,8.75127,5.101204058
167415965,-70.93261329,99.46071647,8.0089,8.49819,8.71,7.311,6.862,5346.17,4.59756,-0.36,DWARF,0.798267,0.0495276,0.92,227,0.003415318,-149.853,298.759,6,2458468.686,3.895456,4.766844,7339.557617,,13.1861,5.33582529
167418898,-67.65617318,99.60951524,10.2401,10.6234,10.75,9.661,9.326,5951.01,,-0.409232,DWARF,1.26629,,,166,0.229448438,7.85,-51.7,20,2458843.747,2.679485,2.052011,431.30341,,9.52906,8.41304277
167418903,-67.64897766,99.62083118,11.3786,11.8382,11.807,10.71,10.276,5614.89,4.47123,-0.159866,DWARF,0.957719,0.0512412,0.99,162,1.62880933,-3.15915,6.5153,10,2458572.208,1.10833,2.288,1060,,10.186,7.436735337
167600516,-65.62371873,102.0215748,10.6925,11.4383,11.863,9.669,8.883,4316.7,4.63688,,DWARF,0.651075,0.054108,0.67,167,0.011876869,-19.0987,-124.999,10,2458574.142,5.72226,2.648,25549,,10.418,3.981565234
167714792,-36.67383324,80.455326,11.1224,11.3881,11.513,10.697,10.483,7019,4.19497,,DWARF,1.64708,0.068201,1.55,61,0.022721393,1.32561,9.57947,9,2458546.306,6.839299,4.441711,1243.186035,,9.2231,7.263659693
167754523,-60.68698827,104.1816466,9.1536,9.74846,10.05,8.277,7.683,4986,4.62707,-0.09,DWARF,0.728459,0.0500503,0.82,151,0.055277463,3.11714,-224.185,10,2458577.043,16.047203,1.709139,4333.163086,,12.2875,5.907987413
168699373,47.01473488,213.1440479,12.4474,12.9729,13.225,11.729,11.275,5115.16,4.34437,0.367285,DWARF,1.033,0.0697085,0.86,36,0.006883618,-29.6806,11.0787,16_17,2458738.747,0.55909,0.955,990,,10.1993,7.510912014
169177766,41.32683992,297.3000296,10.1617,10.1731,10.146,10.004,10.008,10038,4.20501,,DWARF,2.09732,,2.572,,,1.81501,0.920233,15,2458712.549,6.264298,2.389982,9097.780273,,Loading...,5.102661391
169226822,-3.835072173,160.5586816,9.62959,10.054,10.148,9.092,8.641,5828.01,4.20029,-0.193,DWARF,1.34736,0.0593367,1.05,31,0.1743141,19.2242,17.0257,16_17,2458738.94,2.62864,2.891,690,,8.706101,7.902877273
169532369,-13.60561457,78.09887562,11.5781,11.8831,12.03,11.111,10.895,6820.6,4.09385,-0.150289,DWARF,1.80205,0.0817088,1.47,81,0.007743915,0.246425,-4.76014,16_17,2458741.202,2.95635,3.969,610,,9.44275,8.036675412
169765334,-15.63465289,351.3208624,10.6929,11.1536,11.262,10.075,9.677,5560.5,4.01485,-0.11,DWARF,1.61148,0.0831859,0.98,35,0.003695055,52.1329,5.00242,17,2458767.618,8.495352,0.906055,718.486938,,8.77994,7.858952807
169904935,-11.10150806,120.7049294,9.1309,9.5753,9.603,8.51,8.136,,,,,,,,,,-26.9321,-2.90106,17,2458766.208,5.13664,4.45,930,,10.06,7.578792629
170102285,-42.76185169,101.1275562,11.7583,12.3208,12.539,10.96,10.45,5046,4.46623,0.05,DWARF,0.88727,0.0584598,0.84,132,0.0252267,-9.01449,-87.7712,18,2458792.206,1.97656,3.102,1120,,10.0888,7.376954943
170634116,-30.60044749,66.37090346,9.6757,9.97202,10.044,9.299,9.056,7002,4.28195,0.19,DWARF,1.48532,0.0727839,1.54,44,0.000825568,-0.369252,2.62287,7,2458492.93,1.445433,3.684343,16635.28906,,14.7095,4.447424121
170849515,-32.32025124,70.33979417,14.857,15.7942,16.68,13.69,12.812,3929,4.62303,,DWARF,0.633668,0.0202681,0.614735,38,0.007277008,-5.42928,-38.609,8,2458522.349,9.653456,4.00937,43088.56641,,13.7006,3.414094887
172193428,-28.40423895,98.53201071,10.3773,10.7823,10.937,9.787,9.363,6002,4.31409,,DWARF,1.21356,0.0591206,1.107,220,0.009837668,-12.3891,16.5201,17,2458765.534,1.217509,2.731299,6587.476074,,10.2242,5.453202373
172464366,-27.57140596,100.1588019,11.0913,11.4937,11.66,10.551,10.204,6027,4.19995,,DWARF,1.39022,0.0644824,1.117,256,0.180396408,12.5814,33.6875,2,2458354.999,0.79632,1.175,38913.60156,,12.9517,3.52474643
172518755,26.54016539,142.7434445,9.1824,9.58439,9.721,8.672,8.345,5971.41,3.77254,0.316,DWARF,2.25663,0.0968015,1.1,38,0.003566829,-7.99871,-39.5448,5,2458439.349,6.04548,3.476,3460,,11.3818,6.152309753
172598832,-29.77680407,100.5712682,12.941,13.2842,13.478,12.439,12.147,6561,3.93403,,DWARF,2.08347,0.100789,1.36,272,0.06303291,-4.34357,5.59458,17_18,2458765.793,1.59748,2.743,550,,10.262,8.149093276
173612049,44.50885091,348.5815702,10.473,10.9272,10.925,9.905,9.49,5999,4.51845,,DWARF,0.958713,0.0464723,1.106,238,0.026579537,-19.8803,-21.3051,18_19,2458810.918,24.149899,3.103126,1655.306028,,10.5949,6.952804259
173640199,-39.33955667,112.5706724,10.1277,10.5247,10.697,9.578,9.323,6515,4.25158,,DWARF,1.43481,0.0652914,1.34,448,0.019028509,-1.40446,-16.9562,5,2458440.123,3.16164,3.067,19320,,10.4408,4.284982195
174041208,43.37687072,351.0175868,10.4274,10.9938,11.315,9.651,9.11,5366,4.56253,,DWARF,0.835173,0.0467638,0.929,169,0.002792382,68.4261,-46.5522,9,2458546.422,4.3178,2.10235,11444.82422,,9.7566,4.853477183
174143743,-36.38712975,113.8832933,10.1007,10.46,10.576,9.595,9.308,6629,4.4128,,DWARF,1.21378,0.0498392,1.39,655,0.033200357,6.94849,39.068,9,2458544.082,3.405923,2.633613,15630.08496,,11.4553,4.515096653
174599051,-39.13548355,114.6992467,10.5248,11.1015,11.384,9.735,9.199,5189,4.32759,,DWARF,1.06532,0.0585729,0.88,610,0.07196261,-43.3535,-8.11014,9,2458548.791,5.41792,3.522,13980,,13.2958,4.636232071
175176327,-36.49675974,115.8253504,10.0465,10.1388,10.127,9.735,9.618,10633,4.07926,,DWARF,2.5065,0.0785578,2.75,769,0.101030581,-4.47178,10.5466,11,2458602.58,8.58635,5.348,5260,,10.1919,5.69753564
175180796,-36.99609108,116.0104412,11.143,11.9846,12.482,9.951,9.115,4150.5,4.67295,-0.14,DWARF,0.615197,0.0603618,0.65,725,0.114198342,7.42616,-95.6097,11,2458598.426,4.298442,3.207408,15777.91602,,12.472,4.5048759
175310067,-36.09833532,116.1108202,10.6257,10.9171,11.053,10.179,9.964,7601,4.31302,,DWARF,1.53641,0.0479799,1.77,707,0.110428184,-9.2314,11.614,6,2458472.078,5.77114,2.791,1931.810059,,8.16507,6.785088942
175476629,-38.22572873,350.977782,12.8509,13.3595,13.583,12.157,11.689,5374,4.55964,,DWARF,0.838407,0.0485427,0.93,50,0.014881125,25.692,-13.8928,6,2458472.158,3.96643,2.025,828.370972,,9.52621,7.70443782
175477257,-36.9759897,351.1058246,12.4191,12.8563,13.05,11.79,11.434,5798,4.22434,,DWARF,1.3043,0.068593,1.04,34,0.003909745,-2.02004,-1.99183,3,2458389.029,3.994244,2.035741,5783.507324,,11.7315,5.594521775
175482273,-38.16077907,351.2291597,9.1692,9.51829,9.43,8.479,8.191,,,,DWARF,,,,,,43.25,-2.91,10,2458545.266,1.79988,3.518,180,,9.0607,9.361818737
175532955,-39.93096141,45.90597377,11.4337,12.1394,12.489,10.436,9.716,4451,4.57163,,DWARF,0.717414,0.0572714,0.7,31,0.149977565,212.275,43.1095,17,2458769.324,12.6017,4.835,800,,8.7282,7.742275033
176685457,-19.34765509,141.9206712,12.2682,12.6547,12.868,11.712,11.452,6245,4.23958,,DWARF,1.38241,0.0696281,1.21,110,0.019233035,-6.07776,1.72268,7,2458491.696,3.355138,3.657982,10765.36816,,11.3072,4.919927783
176778112,-35.62806158,47.82798488,9.6114,10.0721,10.263,8.982,8.605,5629,4.45303,,DWARF,0.982925,0.0502688,1,33,0.005537017,-46.296,-1.59511,7,2458492.521,2.04936,2.234,249.5,,8.9362,9.007323625
176796997,-32.0055175,48.37874888,10.5926,11.0209,11.119,10.009,9.632,5621.5,,-0.24,DWARF,,,,,,-4.2,-12.1,11,2458599.992,3.817115,1.763242,667.74823,,8.6486,7.938468136
176831592,-32.80244288,48.95692882,9.1013,9.45127,9.575,8.587,8.285,6497.8,4.12583,0.1,DWARF,1.65212,0.0738693,1.33,37,0.328236133,59.3558,10.8524,11,2458599.764,8.593935,2.516381,1376.140503,,8.6486,7.153343057
176860064,45.71989671,354.8366797,7.1145,7.4761,7.617,6.447,6.027,,,,DWARF,,,,,,-4.6,-10.7,2,2458354.767,1.12026,2.118,42040.19922,,12.0312,3.440838087
176899385,42.46597319,354.7742089,9.99577,10.3056,10.469,9.558,9.313,6893.36,4.22039,-0.0340897,DWARF,1.57304,0.0856882,1.499,165,0.007350182,-20.0751,3.12305,2,2458357.013,14.279001,9.207214,831.804932,,7.3566,7.699946272
176957796,-66.23803573,101.2972931,10.702,11.3764,11.402,9.761,9.095,4651,4.62869,,DWARF,0.690721,0.0717588,0.74,156,0.20218192,18.5283,-67.5309,15_16_22_23,2458745.497,79.828946,4.4185,695.447798,,9.45253,7.894338659
176984236,-66.32832463,101.9095354,10.5683,10.9205,11.03,10.079,9.793,6138,,,DWARF,1.29372,,,177,0.08525832,-4,1.8,16_19_20_21_22_23,2458741.073,6.078269,1.991477,2760.298646,,13.3257,6.397609819
177077336,-70.64230371,103.2440666,10.0686,10.6626,10.753,9.257,8.655,4907.96,4.58373,0.0501746,DWARF,0.756336,0.0451056,0.8,163,0.025565293,-56.3498,143.357,16_19_20_21_22_23,2458745.405,8.148826,1.633163,3312.595608,,13.3257,6.199578946
177115354,-69.86711567,103.7549467,11.5514,12.0245,12.118,10.884,10.473,5668.15,4.45381,0.128964,DWARF,0.986943,0.0490577,1.01,165,0.036086515,-8.81768,-3.17245,15_16_18_19_20_21_22_23,2458721.95,10.983868,2.793583,255.134232,,9.4682,8.983078168
177126182,-11.97984567,106.4050664,10.3075,10.4363,10.581,10.031,9.938,8502,3.78392,,DWARF,3.08473,0.13135,2.11,678,0.06285653,-0.717851,-2.1038,23,2458710.176,40.73133,6.479,5920,,9.4682,5.569195733
177162886,-71.52310977,104.49254,11.5865,12.0666,12.246,10.928,10.51,5591,4.28416,0.222103,DWARF,1.18787,0.0674397,0.99,158,0.05433558,-6.95236,0.833709,14_15_16_17_18_19,2458684.785,3.79794,1.090203,2050.870295,,12.8123,6.720154513
177244357,47.65568628,356.9957578,9.8931,10.2959,10.352,9.353,9.058,6034,4.38685,,DWARF,1.12258,0.0498392,1.12,253,0.3308101,-10.1678,-19.8194,14_15_16_17_18_19_20_21_22,2458769.611,124.729948,7.206453,1821.337341,,10.8812,6.849024021
177258735,-73.29989262,102.223919,7.5412,7.89738,8.04,7.052,6.743,6283.39,4.2634,,DWARF,1.35609,0.0518292,1.23,147,0.002917451,-148.717,129.589,14_15_16_17_18_19,2458684.413,5.66664,3.667,9790,,10.6724,5.02304327
177722855,-11.32895031,107.4215564,10.5224,11.0007,11.168,9.828,9.436,5743,4.17558,,DWARF,1.37031,0.0707161,1.026,467,0.045034193,-26.4612,17.0491,17_18,2458764.875,1.83641,2.222,470,,8.9676,8.319755355
178155732,-30.81451641,42.98436009,5.9053,6.25276,6.38,5.473,5.149,6308.31,4.31402,,DWARF,1.2845,0.0539246,1.24,48,0.001126296,123.229,105.788,9,2458544.269,1.077686,2.678844,480.659607,,10.5488,8.295405932
178284730,-20.45108636,60.38562447,10.3074,10.8202,11.118,9.609,9.165,5348,4.55066,,DWARF,0.844379,0.0442312,0.924,29,0.155450031,-18.6654,20.2759,17_18,2458765.679,1.80794,2.17,540,,10.4396,8.1690156
178289267,-19.05675743,60.94833555,11.7076,12.1816,12.333,11.071,10.707,5593,4.45783,,DWARF,0.972604,0.050103,0.99,42,0.012990837,-12.6641,-14.115,24,2458767.197,2.57134,3.824,920,,10.9415,7.590530432
178367144,-1.982773802,123.392307,10.5572,10.9134,10.655,10.114,9.812,6316,4.36682,,DWARF,1.21069,0.0548342,1.244,152,0.4652166,-14.052,-3.16932,7_8_9_10,2458492.914,1.73838,2.359,770,,10.5704,7.783773187
178709444,-47.82139085,166.0757629,13.6615,14.9535,16,11.999,11.084,3296,4.8023,,DWARF,0.426785,0.0130268,0.421357,514,0.050181873,-159.157,-24.5147,20,2458836.965,24.28313,5.277,3070,,8.9134,6.282154061
178819686,-39.75769615,194.4685287,9.5275,9.99915,10.265,8.858,8.49,5521,4.50985,,DWARF,0.906761,0.0467135,0.97,219,0.02126365,-76.9016,-84.8168,9,2458545.057,1.66402,3.397,7964.450195,,10.7014,5.247110498
178879588,-28.19728723,67.41855381,13.2554,13.7213,13.992,12.631,12.216,5735,4.41373,,DWARF,1.03865,,1.02,,,5.77698,16.8096,15,2458712.347,4.631438,1.577681,5198.299316,,10.418,5.710346794
179034327,-26.76590579,64.18412276,9.0567,9.6063,9.86,8.3,7.832,5091,4.56733,,DWARF,0.794471,0.0482412,0.85,47,0.006883284,-25.8301,-116.428,10,2458547.807,4.03395,3.878,3320,,10.2396,6.197154791
179155220,-8.329360349,109.1069116,10.6659,11.1934,11.468,9.92,9.456,5242,4.58186,,DWARF,0.801705,0.0458467,0.895,599,0.09852874,-1.46371,-86.4257,17,2458767.317,3.568678,2.581118,20121.18555,,11.3805,4.240866085
179159972,-9.893682642,109.0563667,10.6124,11.0083,11.099,10.046,9.712,6110,4.40554,,DWARF,1.11378,0.0534774,1.151,647,0.461418152,-20.8211,48.7242,13,2458654.607,2.45486,2.592,19800,,11.3819,4.258337024
179308757,-69.63792839,79.76589249,12.3323,12.2462,12.094,12.269,12.273,,,,,,,,,,1.85634,0.650989,9_10,2458563.888,24.246135,3.26027,6453.184467,,10.2565,5.475564801
179317684,-71.89559735,79.76815428,10.8719,11.2193,11.467,10.404,10.124,6671,4.14497,,DWARF,1.66402,0.0781055,1.41,2960,0.060717788,7.14024,16.3738,10,2458547.33,7.2137,2.319,8740,,10.4109,5.146221418
179319057,-40.52387727,211.5934802,10.0032,10.3608,10.396,9.553,9.249,6593,,,DWARF,1.52345,,,362,0.049344413,-10.1296,-7.31633,9_10,2458544.481,1.01606,2.843,240,,7.9059,9.049471896
179985715,-38.94870441,14.08042007,11.2738,12.0877,12.531,10.098,9.326,4047,4.67617,,DWARF,0.603418,0.0595176,0.63,30,0.09635343,-71.2221,-122.939,4_5,2458413.063,2.788503,1.858717,26224.67969,,13.8231,3.953224519
180145006,-37.94253209,14.52329372,12.2607,12.7,12.876,11.66,11.256,5755,4.23473,,DWARF,1.28259,0.0676131,1.03,24,0.000822092,7.10194,-6.08172,4_5,2458411.703,1.8756,0.989,5666.299805,,13.0734,5.616751127
180285396,-36.68836864,14.71390958,13.2806,13.9844,14.382,12.292,11.57,4463,4.48845,,DWARF,0.789514,,0.7,,,52.0792,-24.5128,4_5,2458415.755,7.81876,4.968,3110,,12.5757,6.268099027
180652891,35.95398859,199.6073082,9.2427,9.46508,9.496,8.91,8.739,7218,3.93865,,DWARF,2.26185,0.0894974,1.62,30,0.006582281,6.77924,-1.19762,4_5,2458411.909,3.6847,4.701,2340,,9.77919,6.576960356
180695581,38.92248501,201.2833161,9.0363,9.67517,10,8.103,7.568,4612.99,4.56172,-0.0713156,DWARF,0.741027,0.0450603,0.73,29,0.000679748,-124.713,-27.3773,4_5,2458411.586,0.745589,0.419908,824.665649,,9.7976,7.709305238
180987952,-41.44282642,130.2615216,9.5287,9.48004,9.483,9.463,9.466,10585,4.34536,,DWARF,1.84175,0.0580402,2.74,244,0.012136283,-11.579,7.15516,5,2458441.299,2.96845,3.707,17064.80078,,10.0938,4.419746944
181159386,-38.30720058,174.3028705,11.1689,11.5166,11.648,10.673,10.378,6719,3.70465,,DWARF,2.78212,0.139628,1.43,178,0.03477034,-6.07514,2.29214,21,2458875.047,5.34326,1.426,6980,,10.1883,5.390361443
